Category,Question,Explanation,Answer,isRight,Answer,isRight,...
"PC Grundlagen","Was bedeutet die Abkürzung CPU?","Die CPU ist das zentrale Rechenelement eines Computers.","Central Processing Unit",1,"Central Power Unit",0,"Computer Personal Unit",0,"Central Processor Unit",0
"PC Grundlagen","Was ist RAM?","RAM ist der flüchtige Speicher eines Computers der schnell Daten speichern und abrufen kann.","Readily Accessible Memory",0,"Random Access Memory",1,"Read-Only Memory",0,"Remote Access Memory",0
"PC Grundlagen","Welches dieser Geräte ist ein Eingabegerät?","Die Maus ist ein Gerät mit dem Benutzer Daten in den Computer eingeben können.",Drucker,0,Monitor,0,Maus,1,Lautsprecher,0
"PC Grundlagen","Was ist die Hauptaufgabe eines Betriebssystems?","Das Betriebssystem verwaltet die Hardware und bietet grundlegende Dienste für Computerprogramme.","Hardware reparieren",0,"Software verkaufen",0,"Hardware verwalten",1,"Software entwickeln",0
"PC Grundlagen","Welche Speicherart ist flüchtig?","RAM verliert seine gespeicherten Daten wenn der Computer ausgeschaltet wird.",ROM,0,SSD,0,Harddisk,0,RAM,1
"PC Grundlagen","Welche Schnittstelle wird hauptsächlich für Monitore verwendet?","HDMI ist eine weit verbreitete Schnittstelle für die Übertragung von Video- und Audiosignalen.",USB,0,HDMI,1,Ethernet,0,VGA,0
"PC Grundlagen","Welcher Dateityp ist eine ausführbare Datei?","Dateien mit der Endung .exe sind ausführbare Dateien die Programme starten.",.docx,0,.exe,1,.mp3,0,.jpg,0
"PC Grundlagen","Was ist eine IP-Adresse?","Eine IP-Adresse identifiziert eindeutig ein Gerät in einem Netzwerk.","Ein Netzwerkprotokoll",0,"Eine Hardwarekomponente",0,"Eine eindeutige Netzwerkadresse",1,"Ein Speichermodul",0
"PC Grundlagen","Was bedeutet BIOS?","Das BIOS ist die Firmware die den Startvorgang eines Computers steuert.","Basic Input Output System",1,"Binary Input Output System",0,"Basic Information Output System",0,"Best Integrated Operating System",0
"PC Grundlagen","Welcher Speicher ist nicht flüchtig?","ROM speichert Daten dauerhaft auch wenn der Computer ausgeschaltet ist.",RAM,0,Cache,0,ROM,1,Register,0
"PC Grundlagen","Was ist eine Firewall?","Eine Firewall schützt ein Netzwerk vor unautorisierten Zugriffen.","Ein Speichergerät",0,"Ein Drucker",0,"Eine Sicherheitsmaßnahme",1,"Ein Netzwerkkabel",0
"PC Grundlagen","Welche der folgenden ist keine Programmiersprache?","HTML ist eine Markup-Sprache zur Strukturierung von Webseiten keine Programmiersprache.",Python,0,HTML,1,Java,0,C++,0
"PC Grundlagen","Was bedeutet URL?","Eine URL ist die Adresse einer Ressource im Internet.","Universal Resource Locator",0,"Uniform Resource Locator",1,"Uniform Resource Link",0,"Universal Resource Link",0
"PC Grundlagen","Was ist ein Byte?","Ein Byte besteht aus 8 Bits und ist eine grundlegende Maßeinheit für digitale Informationen.","Eine Einheit für die Bildschirmauflösung",0,"Eine Speichereinheit",1,"Ein Programm",0,"Ein Fehlercode",0
"PC Grundlagen","Welches der folgenden ist ein Betriebssystem?","Linux ist ein weit verbreitetes Open-Source-Betriebssystem.","Microsoft Office",0,"Adobe Photoshop",0,Linux,1,Java,0
"PC Grundlagen","Was ist die Hauptfunktion einer Festplatte?","Eine Festplatte speichert dauerhaft Daten und Programme.","Programme ausführen",0,"Daten speichern",1,"Netzwerkverbindungen verwalten",0,"Druckaufträge verwalten",0
"PC Grundlagen","Was ist ein Trojaner?","Ein Trojaner ist eine Art von Malware die sich als nützliches Programm tarnt.","Eine Art von Software",0,"Ein schädliches Programm",1,"Ein Hardwarefehler",0,"Ein Netzwerkprotokoll",0
"PC Grundlagen","Welcher der folgenden Begriffe bezieht sich auf die Auflösung eines Bildschirms?","DPI steht für Dots Per Inch und bezieht sich auf die Auflösung eines Bildschirms oder Druckers.",MHz,0,Hz,0,DPI,1,PPP,0
"PC Grundlagen","Was ist der Zweck eines Switches in einem Netzwerk?","Ein Switch leitet Datenpakete innerhalb eines Netzwerks weiter.","Datenpakete analysieren",0,"Datenpakete weiterleiten",1,"Daten verschlüsseln",0,"Daten speichern",0
"PC Grundlagen","Welches dieser Geräte ist ein Ausgabegerät?","Ein Monitor zeigt visuelle Informationen an und ist daher ein Ausgabegerät.",Tastatur,0,Scanner,0,Mikrofon,0,Monitor,1
"PC Grundlagen","Welches Protokoll wird für sichere Webkommunikation verwendet?","HTTPS ist die sichere Version von HTTP und wird für sichere Kommunikation über das Internet verwendet.",HTTP,0,FTP,0,SMTP,0,HTTPS,1
"PC Grundlagen","Was ist ein Modem?","Ein Modem moduliert und demoduliert Signale für die Kommunikation über Telefonleitungen.","Ein Gerät zur Verarbeitung von Texten",0,"Ein Gerät zur Steuerung des Bildschirms",0,"Ein Gerät zur Verbindung mit dem Internet",1,"Ein Gerät zur Speicherung von Daten",0
"PC Grundlagen","Was bedeutet SSD?","Eine SSD ist ein Speichergerät das Flash-Speicher zur Speicherung von Daten verwendet.","Solid State Drive",1,"Secure Storage Device",0,"Simple Storage Device",0,"Safe Storage Drive",0
"PC Grundlagen","Welcher der folgenden Speicher hat die höchste Geschwindigkeit?","RAM ist der schnellste Speicher da er direkt mit der CPU verbunden ist.",Festplatte,0,DVD,0,RAM,1,USB-Stick,0
"PC Grundlagen","Was ist ein Router?","Ein Router leitet Datenpakete zwischen verschiedenen Netzwerken weiter.","Ein Speichergerät",0,"Ein Netzwerkgerät",1,"Ein Anzeigegerät",0,"Ein Eingabegerät",0
"PC Grundlagen","Was ist ein Proxy-Server?","Ein Proxy-Server agiert als Vermittler zwischen einem Client und einem Zielserver.","Ein Webserver",0,"Ein E-Mail-Server",0,"Ein Vermittlungsserver",1,"Ein Datenbankserver",0
"PC Grundlagen","Was bedeutet HTTP?","HTTP ist das Protokoll für die Übertragung von Webseiten über das Internet.","HyperText Transfer Protocol",1,"HyperText Transmission Protocol",0,"HighText Transfer Protocol",0,"HighText Transmission Protocol",0
"PC Grundlagen","Was ist ein VPN?","Ein VPN ermöglicht eine sichere Verbindung über ein öffentliches Netzwerk.","Virtual Private Network",1,"Very Personal Network",0,"Virtual Public Network",0,"Very Private Network",0
"PC Grundlagen","Was bedeutet GUI?","Eine GUI ermöglicht Benutzern die Interaktion mit dem Computer über grafische Symbole.","Graphic User Interface",0,"General User Interface",0,"Graphical User Interface",1,"General Utility Interface",0
"PC Grundlagen","Was ist ein Motherboard?","Das Motherboard ist die zentrale Platine die alle Komponenten eines Computers verbindet.","Eine Art von Speichergerät",0,"Die Hauptplatine eines Computers",1,"Ein Softwareprogramm",0,"Ein Netzwerkprotokoll",0
"PC Grundlagen","Was ist die Aufgabe eines Treibers?","Ein Treiber ist eine Software die es dem Betriebssystem ermöglicht mit Hardwaregeräten zu kommunizieren.","Daten speichern",0,"Netzwerkverbindungen herstellen",0,"Hardware steuern",1,"Software entwickeln",0
"PC Grundlagen","Welcher Dateityp wird für komprimierte Dateien verwendet?","Dateien mit der Endung .zip sind komprimierte Dateien die weniger Speicherplatz benötigen.",.txt,0,.exe,0,.zip,1,.jpg,0
"PC Grundlagen","Was ist ein Bit?","Ein Bit ist die kleinste Einheit digitaler Information und kann entweder den Wert 0 oder 1 haben.","Eine Speichereinheit",0,"Eine Programmeinheit",0,"Eine Binäreinheit",1,"Eine Fehlercode-Einheit",0
"PC Grundlagen","Welches Gerät verwendet ein Betriebssystem?","Ein Computer benötigt ein Betriebssystem um zu funktionieren.",Drucker,0,Monitor,0,Computer,1,Scanner,0
"PC Grundlagen","Was ist der Zweck einer Antiviren-Software?","Antiviren-Software erkennt und entfernt schädliche Programme.","Dateien komprimieren",0,"Netzwerkverbindungen verwalten",0,"Den Computer vor Malware schützen",1,"Hardware reparieren",0
"PC Grundlagen","Was ist die Hauptaufgabe einer GPU?","Die GPU (Graphics Processing Unit) ist für die Verarbeitung von Grafikdaten verantwortlich.","Audio verarbeiten",0,"Bilder verarbeiten",1,"Daten speichern",0,"Druckaufträge verwalten",0
"PC Grundlagen","Was bedeutet LAN?","Ein LAN ist ein Netzwerk das Geräte in einem begrenzten geografischen Bereich verbindet.","Local Area Network",1,"Long Area Network",0,"Large Area Network",0,"Local Access Network",0
"PC Grundlagen","Was ist ein Cookie im Internet?","Ein Cookie speichert Informationen über Benutzeraktivitäten auf Webseiten.","Ein Textdokument",0,"Ein kleines Datenpaket",1,"Ein Bildformat",0,"Ein Programmcode",0
"PC Grundlagen","Was ist die Aufgabe eines BIOS?","Das BIOS startet den Computer und lädt das Betriebssystem.","Das Betriebssystem laden",1,"Daten speichern",0,"Druckaufträge verwalten",0,"Netzwerkverbindungen herstellen",0
"PC Grundlagen","Welches der folgenden ist ein Textverarbeitungsprogramm?","Microsoft Word ist ein weit verbreitetes Textverarbeitungsprogramm.","Mozilla Firefox",0,"Microsoft Word",1,"Adobe Photoshop",0,"Google Chrome",0
"PC Grundlagen","Was ist die Aufgabe eines Netzteils?","Das Netzteil wandelt Strom aus der Steckdose in nutzbare Energie für den Computer um.","Die CPU steuern",0,"Daten speichern",0,"Den Computer mit Strom versorgen",1,"Software ausführen",0
"PC Grundlagen","Welcher dieser Begriffe ist eine Programmiersprache?","Python ist eine weit verbreitete Programmiersprache.",HTML,0,HTTP,0,FTP,0,Python,1
"PC Grundlagen","Was bedeutet USB?","USB ist ein Standard für Verbindungen zwischen Computern und Peripheriegeräten.","Universal Serial Bus",1,"Unified Serial Bus",0,"Universal System Bus",0,"Unified System Bus",0
"PC Grundlagen","Was ist eine SSD?","Eine SSD (Solid State Drive) ist ein Speichergerät ohne bewegliche Teile.","Ein Speichergerät",1,"Ein Netzwerkgerät",0,"Ein Eingabegerät",0,"Ein Ausgabegerät",0
"PC Grundlagen","Welches dieser Geräte ist kein Eingabegerät?","Ein Monitor zeigt Informationen an und ist daher ein Ausgabegerät.",Tastatur,0,Maus,0,Scanner,0,Monitor,1
"PC Grundlagen","Welches der folgenden ist ein Open-Source-Betriebssystem?","Linux ist ein weit verbreitetes Open-Source-Betriebssystem.",Windows,0,macOS,0,Linux,1,DOS,0
"PC Grundlagen","Was bedeutet ROM?","ROM ist ein nicht-flüchtiger Speicher der dauerhaft Daten speichert.","Read Only Memory",1,"Random Access Memory",0,"Read Often Memory",0,"Read On Memory",0
"PC Grundlagen","Was ist der Zweck einer Firewall?","Antiviren-Software erkennt und entfernt schädliche Programme.","Dateien komprimieren",0,"Netzwerkverbindungen verwalten",0,"Den Computer vor Malware schützen",1,"Hardware reparieren",0
"PC Grundlagen","Welches der folgenden ist eine Programmiersprache?","Python ist eine weit verbreitete Programmiersprache.",HTML,0,HTTP,0,FTP,0,Python,1
"PC Grundlagen","Welcher Speicher ist flüchtig?","RAM verliert seine gespeicherten Daten wenn der Computer ausgeschaltet wird.",ROM,0,SSD,0,Harddisk,0,RAM,1
Netzwerk,"Was bedeutet die Abkürzung LAN?","Ein LAN ist ein lokales Netzwerk das Geräte in einem begrenzten geografischen Bereich verbindet.","Local Area Network",1,"Large Area Network",0,"Long Area Network",0,"Local Access Network",0
Netzwerk,"Welches Protokoll wird hauptsächlich für den Versand von E-Mails verwendet?","SMTP (Simple Mail Transfer Protocol) wird zum Versand von E-Mails verwendet.",FTP,0,HTTP,0,SMTP,1,IMAP,0
Netzwerk,"Was ist ein Switch?","Ein Switch verbindet mehrere Computer innerhalb eines Netzwerks.","Ein Gerät zum Verbinden von Netzwerken",0,"Ein Gerät zum Verbinden von Computern innerhalb eines Netzwerks",1,"Ein Gerät zum Senden von E-Mails",0,"Ein Gerät zum Drucken",0
Netzwerk,"Was bedeutet die Abkürzung WAN?","Ein WAN ist ein Weitverkehrsnetzwerk das große geografische Bereiche abdeckt.","Wide Area Network",1,"World Area Network",0,"Wide Access Network",0,"Wireless Area Network",0
Netzwerk,"Welches Protokoll wird für den sicheren Datenaustausch über das Internet verwendet?","HTTPS ist die sichere Version von HTTP und wird für sicheren Datenaustausch verwendet.",HTTP,0,HTTPS,1,FTP,0,TCP,0
Netzwerk,"Was bedeutet die Abkürzung DNS?","Das DNS (Domain Name System) wandelt Domainnamen in IP-Adressen um.","Domain Network Service",0,"Domain Name System",1,"Digital Network System",0,"Digital Name Service",0
Netzwerk,"Welches Protokoll wird für die Fernverwaltung von Computern verwendet?","TELNET ermöglicht die Fernverwaltung von Computern.",HTTP,0,FTP,0,TELNET,1,DNS,0
Netzwerk,"Was ist eine MAC-Adresse?","Eine MAC-Adresse ist eine eindeutige Kennung für Netzwerkgeräte.","Eine eindeutige IP-Adresse",0,"Eine Netzwerkprotokolladresse",0,"Eine Hardware-Adresse",1,"Eine E-Mail-Adresse",0
Netzwerk,"Welches der folgenden ist ein Netzwerkprotokoll?","SMTP (Simple Mail Transfer Protocol) ist ein Netzwerkprotokoll für den E-Mail-Versand.",HTML,0,SMTP,1,HTTP,0,DNS,0
Netzwerk,"Welches Protokoll wird für den Dateiübertragungsdienst verwendet?","FTP (File Transfer Protocol) wird für die Übertragung von Dateien verwendet.",FTP,1,HTTP,0,SMTP,0,DNS,0
Netzwerk,"Was bedeutet die Abkürzung DHCP?","DHCP weist Geräten in einem Netzwerk automatisch IP-Adressen zu.","Dynamic Host Configuration Protocol",1,"Domain Host Configuration Protocol",0,"Dynamic Host Control Protocol",0,"Domain Host Control Protocol",0
Netzwerk,"Was ist ein Subnetz?","Ein Subnetz ist ein untergeordnetes Teilnetzwerk innerhalb eines größeren Netzwerks.","Ein Teilnetzwerk",1,"Ein übergeordnetes Netzwerk",0,"Ein IP-Adressen-Bereich",0,"Ein Netzwerkknoten",0
Netzwerk,"Welches Protokoll wird verwendet um E-Mails vom Server abzurufen?","POP3 (Post Office Protocol 3) wird verwendet um E-Mails vom Server abzurufen.",SMTP,0,FTP,0,POP3,1,HTTP,0
Netzwerk,"Was bedeutet die Abkürzung TCP/IP?","TCP/IP ist eine Protokollfamilie für die Kommunikation in Netzwerken.","Transmission Control Protocol/Internet Protocol",1,"Transfer Control Protocol/Internet Protocol",0,"Transmission Configuration Protocol/Internet Protocol",0,"Transfer Configuration Protocol/Internet Protocol",0
Netzwerk,"Was ist ein Hub?","Ein Hub verbindet mehrere Computer innerhalb eines Netzwerks.","Ein Gerät zur Verbindung von Netzwerken",0,"Ein Gerät zur Verbindung von Computern innerhalb eines Netzwerks",1,"Ein Gerät zur Steuerung des Bildschirms",0,"Ein Gerät zur Speicherung von Daten",0
Netzwerk,"Was bedeutet die Abkürzung SSL?","SSL ist ein Sicherheitsprotokoll zur Verschlüsselung von Datenübertragungen im Internet.","Secure Sockets Layer",1,"Secure System Layer",0,"Secure Software Layer",0,"Secure Server Layer",0
Netzwerk,"Was ist ein Load Balancer?","Ein Load Balancer verteilt die Last auf mehrere Server um die Leistung zu optimieren.","Ein Gerät zur Gewichtsmessung",0,"Ein Gerät zur Lastverteilung",1,"Ein Speichergerät",0,"Ein Druckgerät",0
Netzwerk,"Welches Protokoll wird verwendet um Netzwerkgeräte zu verwalten?","SNMP (Simple Network Management Protocol) wird zur Verwaltung von Netzwerkgeräten verwendet.",HTTP,0,FTP,0,SNMP,1,DNS,0
Netzwerk,"Was ist ein Intranet?","Ein Intranet ist ein privates Netzwerk innerhalb einer Organisation.","Ein öffentliches Netzwerk",0,"Ein privates Netzwerk",1,"Ein globales Netzwerk",0,"Ein drahtloses Netzwerk",0
Netzwerk,"Was bedeutet die Abkürzung ICMP?","ICMP wird für Fehlermeldungen und Diagnosefunktionen verwendet.","Internet Control Message Protocol",1,"Internet Configuration Message Protocol",0,"Internet Control Management Protocol",0,"Internet Configuration Management Protocol",0
Netzwerk,"Was ist ein Ping?","Ein Ping-Befehl testet die Erreichbarkeit eines Hosts in einem IP-Netzwerk.","Ein Netzwerkdruck",0,"Ein Netzwerkbefehl",1,"Ein Netzwerkgerät",0,"Ein Netzwerkprotokoll",0
Netzwerk,"Was ist eine Netzwerkmaske?","Eine Netzwerkmaske definiert die Größe eines Subnetzes in einem IP-Netzwerk.","Eine Schutzvorrichtung",0,"Eine Netzwerksicherheitsmaßnahme",0,"Ein Netzwerkkonfigurationsparameter",1,"Ein Speichergerät",0
Netzwerk,"Welches Protokoll wird verwendet um Webseiten zu verschlüsseln?","HTTPS verschlüsselt Webseiten für sichere Kommunikation.",HTTP,0,HTTPS,1,FTP,0,DNS,0
Netzwerk,"Was ist eine Portnummer?","Eine Portnummer identifiziert spezifische Netzwerkdienste auf einem Host.","Eine eindeutige IP-Adresse",0,"Eine Netzwerkprotokolladresse",0,"Eine Hardware-Adresse",0,"Eine logische Adresse für Netzwerkdienste",1
Netzwerk,"Was bedeutet die Abkürzung ARP?","ARP wandelt IP-Adressen in MAC-Adressen um.","Address Resolution Protocol",1,"Address Routing Protocol",0,"Address Registration Protocol",0,"Address Remote Protocol",0
Netzwerk,"Was ist ein NAT?","NAT (Network Address Translation) wandelt private IP-Adressen in öffentliche IP-Adressen um.","Ein Speichergerät",0,"Ein Netzwerkgerät",0,"Ein Sicherheitsprotokoll",0,"Ein Übersetzungsmechanismus",1
Netzwerk,"Was ist ein SSID?","SSID (Service Set Identifier) ist der Name eines drahtlosen Netzwerks.","Ein Netzwerkprotokoll",0,"Ein Netzwerkgerät",0,"Ein Netzwerkname",1,"Ein Sicherheitsprotokoll",0
Netzwerk,"Welches Protokoll wird für den Zugriff auf entfernte Dateien verwendet?","TFTP (Trivial File Transfer Protocol) wird für den einfachen Dateiübertragungszugriff verwendet.",HTTP,0,FTP,0,TFTP,1,IMAP,0
Netzwerk,"Was ist eine DMZ in einem Netzwerk?","Eine DMZ (Demilitarized Zone) ist ein Bereich der vom internen Netzwerk und vom öffentlichen Internet getrennt ist.","Ein sicherer Bereich",0,"Ein unsicherer Bereich",0,"Ein demilitarisierter Bereich",1,"Ein privater Bereich",0
Netzwerk,"Was ist ein VLAN?","Ein VLAN (Virtual Local Area Network) trennt Netzwerke logisch unabhängig von ihrer physischen Verbindung.","Ein virtuelles Netzwerksegment",1,"Ein öffentliches Netzwerk",0,"Ein drahtloses Netzwerk",0,"Ein globales Netzwerk",0
Netzwerk,"Was bedeutet die Abkürzung BGP?","BGP ist ein Protokoll zum Austausch von Routing-Informationen zwischen autonomen Systemen.","Border Gateway Protocol",1,"Boundary Gateway Protocol",0,"Binary Gateway Protocol",0,"Base Gateway Protocol",0
Netzwerk,"Was ist eine Gateway-Adresse?","Eine Gateway-Adresse ist die IP-Adresse eines Netzwerkgeräts das als Ausgangspunkt für den Zugriff auf andere Netzwerke dient.","Eine Hardwareadresse",0,"Eine Netzwerkadresse",0,"Eine IP-Adresse eines Netzwerkgeräts",1,"Ein Netzwerkprotokoll",0
Netzwerk,"Welches Protokoll wird für die Auflösung von Domänennamen verwendet?","DNS (Domain Name System) wandelt Domänennamen in IP-Adressen um.",HTTP,0,FTP,0,DNS,1,TCP,0
Netzwerk,"Was ist eine Broadcast-Adresse?","Eine Broadcast-Adresse ermöglicht die Übertragung von Nachrichten an alle Geräte in einem Netzwerksegment.","Eine spezifische IP-Adresse",0,"Eine IP-Adresse für den Versand an alle Geräte im Netzwerk",1,"Ein Netzwerkgerät",0,"Ein Speichergerät",0
Netzwerk,"Was bedeutet die Abkürzung OSPF?","OSPF ist ein Routing-Protokoll für IP-Netzwerke.","Open Shortest Path First",1,"Open Source Path First",0,"Open Short Path First",0,"Open Shortest Protocol First",0
Netzwerk,"Was ist ein Honeypot in der Netzwerksicherheit?","Ein Honeypot ist eine Falle für potenzielle Angreifer um deren Aktivitäten zu überwachen.","Ein Netzwerkgerät",0,"Ein Netzwerkprotokoll",0,"Eine Sicherheitsmaßnahme",1,"Ein Speichergerät",0
Netzwerk,"Was bedeutet die Abkürzung WLAN?","WLAN ist ein drahtloses lokales Netzwerk.","Wide Local Area Network",0,"Wireless Local Area Network",1,"Wide Local Access Network",0,"Wireless Local Access Network",0
Netzwerk,"Was ist ein Traceroute?","Traceroute zeigt den Weg der Datenpakete in einem Netzwerk an.","Ein Netzwerkgerät",0,"Ein Netzwerkprotokoll",0,"Ein Netzwerkdiagnosewerkzeug",1,"Ein Speichergerät",0
Netzwerk,"Was ist ein Botnet?","Ein Botnet ist ein Netzwerk von Computern die mit Malware infiziert sind und unter der Kontrolle eines Angreifers stehen.","Ein Netzwerk von Computern die für Berechnungen verwendet werden",0,"Ein Netzwerk von infizierten Computern",1,"Ein Netzwerk von sicheren Computern",0,"Ein Netzwerk von Routern",0
Netzwerk,"Welches Protokoll wird verwendet um E-Mails abzurufen?","IMAP (Internet Message Access Protocol) wird verwendet um E-Mails von einem Server abzurufen.",SMTP,0,IMAP,1,HTTP,0,FTP,0
Netzwerk,"Was ist ein Hotspot?","Ein Hotspot ermöglicht drahtlosen Internetzugang an öffentlichen Orten.","Ein drahtloser Zugangspunkt",1,"Ein Netzwerkgerät",0,"Ein Speichermedium",0,"Ein Sicherheitsprotokoll",0
Netzwerk,"Welches Protokoll wird verwendet um IP-Adressen in MAC-Adressen umzuwandeln?","ARP (Address Resolution Protocol) wandelt IP-Adressen in MAC-Adressen um.",DHCP,0,ARP,1,ICMP,0,DNS,0
Netzwerk,"Was bedeutet die Abkürzung FTP?","FTP wird für die Übertragung von Dateien verwendet.","File Transfer Protocol",1,"File Transmission Protocol",0,"File Transport Protocol",0,"File Tracking Protocol",0
Netzwerk,"Was bedeutet die Abkürzung NAT?","NAT wandelt private IP-Adressen in öffentliche IP-Adressen um.","Network Address Translation",1,"Network Address Transmission",0,"Network Access Translation",0,"Network Access Transmission",0
Netzwerk,"Was ist eine SSID?","SSID (Service Set Identifier) ist der Name eines drahtlosen Netzwerks.","Ein Netzwerkprotokoll",0,"Ein Netzwerkgerät",0,"Ein Netzwerkname",1,"Ein Sicherheitsprotokoll",0
Netzwerk,"Welches Gerät wird verwendet um ein Netzwerk zu segmentieren?","Eine Bridge segmentiert ein Netzwerk und leitet Daten zwischen den Segmenten weiter.",Router,0,Switch,0,Hub,0,Bridge,1
Datenbank,"Was bedeutet die Abkürzung SQL?","SQL ist die Abkürzung für Structured Query Language und wird zur Verwaltung und Abfrage von Daten in relationalen Datenbanksystemen verwendet.","Structured Query Language",1,"Standard Query Language",0,"Simple Query Language",0,"System Query Language",0
Datenbank,"Welcher der folgenden Befehle wird verwendet um Daten in eine Tabelle einzufügen?","Der INSERT-Befehl wird verwendet um Daten in eine Tabelle einzufügen.",INSERT,1,UPDATE,0,DELETE,0,SELECT,0
Datenbank,"Was ist ein Primärschlüssel?","Ein Primärschlüssel ist eine Spalte oder eine Kombination von Spalten die jeden Datensatz in einer Tabelle eindeutig identifiziert.","Eine eindeutige Spalte",1,"Eine nicht eindeutige Spalte",0,"Eine Spalte mit Duplikaten",0,"Eine Spalte mit NULL-Werten",0
Datenbank,"Welche SQL-Anweisung wird verwendet um Daten aus einer Datenbank abzurufen?","Die SELECT-Anweisung wird verwendet um Daten aus einer Datenbank abzurufen.",SELECT,1,INSERT,0,UPDATE,0,DELETE,0
Datenbank,"Was ist eine Normalisierung?","Normalisierung ist der Prozess der Organisation von Daten in einer Datenbank um Redundanzen zu reduzieren.","Der Prozess der Datenbank-Optimierung",1,"Der Prozess der Datenbank-Redundanz",0,"Der Prozess der Datenbank-Indizierung",0,"Der Prozess der Datenbank-Denormalisierung",0
Datenbank,"Was ist eine Fremdschlüsselbeziehung?","Eine Fremdschlüsselbeziehung ist eine Beziehung zwischen zwei Tabellen bei der eine Spalte (der Fremdschlüssel) auf den Primärschlüssel einer anderen Tabelle verweist.","Eine Beziehung zwischen zwei Tabellen",1,"Eine Beziehung zwischen zwei Spalten",0,"Eine Beziehung zwischen zwei Datenbanken",0,"Eine Beziehung zwischen zwei Indexen",0
